,lot_lotsize1,lot_lotsize2,lot_pooltype,area_blockNum,area_subdname,area_taxcodearea,address_line1,address_locality,address_postal2,address_postal3,location_accuracy,location_geoIdV4_CO,summary_proptype,summary_propertyType,summary_yearbuilt,summary_propIndicator,utilities_heatingtype,building_size_bldgsize,building_size_grosssize,building_size_grosssizeadjusted,building_size_livingsize,building_size_sizeInd,building_size_universalsize,building_rooms_bathsfull,building_rooms_bathstotal,building_interior_bsmtsize,building_interior_bsmttype,building_interior_fplcind,building_interior_fplctype,building_construction_constructiontype,building_construction_roofcover,building_construction_roofShape,building_construction_wallType,building_parking_garagetype,building_parking_prkgSize,building_parking_prkgSpaces,building_parking_prkgType,building_summary_archStyle,building_summary_bldgType,building_summary_imprType,building_summary_levels,building_summary_quality,building_summary_storyDesc,building_summary_viewCode,sale_amount_saletranstype,sale_amount_saleamt,sale_calculation_pricepersizeunit
486,0.4,7600,NO POOL,6,Subdivision 1,TX2,1386 Main St,City6,ZIP2-86,ZIP3-36,ROOFTOP,CO386,Single Family,Residential,1961,Y,Electric,1772,1972,1872,1722,Actual,1822,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,286.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,486000.0,126.0
487,0.45,7700,POOL,7,Subdivision 2,TX0,1387 Main St,City7,ZIP2-87,ZIP3-37,ROOFTOP,CO387,Condo,Residential,1962,Y,Gas,1774,1974,1874,1724,Actual,1824,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,287.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,487000.0,127.0
488,0.5,7800,NO POOL,8,Subdivision 3,TX1,1388 Main St,City8,ZIP2-88,ZIP3-38,ROOFTOP,CO388,Single Family,Residential,1963,Y,Electric,1776,1976,1876,1726,Actual,1826,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,288.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,488000.0,128.0
489,0.55,7900,POOL,9,Subdivision 4,TX2,1389 Main St,City9,ZIP2-89,ZIP3-39,ROOFTOP,CO389,Condo,Residential,1964,Y,Electric,1778,1978,1878,1728,Actual,1828,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,289.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,489000.0,129.0
490,0.1,8000,NO POOL,0,Subdivision 0,TX0,1390 Main St,City0,ZIP2-90,ZIP3-40,ROOFTOP,CO390,Single Family,Residential,1965,N,Gas,1780,1980,1880,1730,Actual,1830,2,2.5,500.0,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,290.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,490000.0,100.0
491,0.15,8100,POOL,1,Subdivision 1,TX1,1391 Main St,City1,ZIP2-91,ZIP3-41,ROOFTOP,CO391,Condo,Residential,1966,Y,Electric,1782,1982,1882,1732,Actual,1832,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,291.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,491000.0,101.0
492,0.2,8200,NO POOL,2,Subdivision 2,TX2,1392 Main St,City2,ZIP2-92,ZIP3-42,ROOFTOP,CO392,Single Family,Residential,1967,Y,Electric,1784,1984,1884,1734,Actual,1834,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,292.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,492000.0,102.0
493,0.25,8300,POOL,3,Subdivision 3,TX0,1393 Main St,City3,ZIP2-93,ZIP3-43,ROOFTOP,CO393,Condo,Residential,1968,Y,Gas,1786,1986,1886,1736,Actual,1836,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,293.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,493000.0,103.0
494,0.3,8400,NO POOL,4,Subdivision 4,TX1,1394 Main St,City4,ZIP2-94,ZIP3-44,ROOFTOP,CO394,Single Family,Residential,1969,Y,Electric,1788,1988,1888,1738,Actual,1838,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,294.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,494000.0,104.0
495,0.35,8500,POOL,5,Subdivision 0,TX2,1395 Main St,City5,ZIP2-95,ZIP3-45,ROOFTOP,CO395,Condo,Residential,1970,Y,Electric,1790,1990,1890,1740,Actual,1840,4,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,295.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,495000.0,105.0
496,0.4,8600,NO POOL,6,Subdivision 1,TX0,1396 Main St,City6,ZIP2-96,ZIP3-46,ROOFTOP,CO396,Single Family,Residential,1971,Y,Gas,1792,1992,1892,1742,Actual,1842,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,296.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,496000.0,106.0
497,0.45,8700,POOL,7,Subdivision 2,TX1,1397 Main St,City7,ZIP2-97,ZIP3-47,ROOFTOP,CO397,Condo,Residential,1972,Y,Electric,1794,1994,1894,1744,Actual,1844,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,297.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,497000.0,107.0
498,0.5,8800,NO POOL,8,Subdivision 3,TX2,1398 Main St,City8,ZIP2-98,ZIP3-48,ROOFTOP,CO398,Single Family,Residential,1973,Y,Electric,1796,1996,1896,1746,Actual,1846,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,298.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,498000.0,108.0
499,0.55,8900,POOL,9,Subdivision 4,TX0,1399 Main St,City9,ZIP2-99,ZIP3-49,ROOFTOP,CO399,Condo,Residential,1974,Y,Gas,1798,1998,1898,1748,Actual,1848,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,299.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,499000.0,109.0
500,0.1,4000,NO POOL,0,Subdivision 0,TX1,1400 Main St,City0,ZIP2-0,ZIP3-0,ROOFTOP,CO400,Single Family,Residential,1975,N,Electric,1800,2000,1900,1750,Actual,1850,3,2.5,0.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,200.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,500000.0,110.0
501,0.15,4100,POOL,1,Subdivision 1,TX2,1401 Main St,City1,ZIP2-1,ZIP3-1,ROOFTOP,CO401,Condo,Residential,1976,Y,Electric,1802,2002,1902,1752,Actual,1852,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,201.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,501000.0,111.0
502,0.2,4200,NO POOL,2,Subdivision 2,TX0,1402 Main St,City2,ZIP2-2,ZIP3-2,ROOFTOP,CO402,Single Family,Residential,1977,Y,Gas,1804,2004,1904,1754,Actual,1854,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,202.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,502000.0,112.0
503,0.25,4300,POOL,3,Subdivision 3,TX1,1403 Main St,City3,ZIP2-3,ZIP3-3,ROOFTOP,CO403,Condo,Residential,1978,Y,Electric,1806,2006,1906,1756,Actual,1856,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,203.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,503000.0,113.0
504,0.3,4400,NO POOL,4,Subdivision 4,TX2,1404 Main St,City4,ZIP2-4,ZIP3-4,ROOFTOP,CO404,Single Family,Residential,1979,Y,Electric,1808,2008,1908,1758,Actual,1858,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,204.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,504000.0,114.0
505,0.35,4500,POOL,5,Subdivision 0,TX0,1405 Main St,City5,ZIP2-5,ZIP3-5,ROOFTOP,CO405,Condo,Residential,1980,Y,Gas,1810,2010,1910,1760,Actual,1860,2,3.0,500.0,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,205.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,505000.0,115.0
506,0.4,4600,NO POOL,6,Subdivision 1,TX1,1406 Main St,City6,ZIP2-6,ZIP3-6,ROOFTOP,CO406,Single Family,Residential,1981,Y,Electric,1812,2012,1912,1762,Actual,1862,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,206.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,506000.0,116.0
507,0.45,4700,POOL,7,Subdivision 2,TX2,1407 Main St,City7,ZIP2-7,ZIP3-7,ROOFTOP,CO407,Condo,Residential,1982,Y,Electric,1814,2014,1914,1764,Actual,1864,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,207.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,507000.0,117.0
508,0.5,4800,NO POOL,8,Subdivision 3,TX0,1408 Main St,City8,ZIP2-8,ZIP3-8,ROOFTOP,CO408,Single Family,Residential,1983,Y,Gas,1816,2016,1916,1766,Actual,1866,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,208.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,508000.0,118.0
509,0.55,4900,POOL,9,Subdivision 4,TX1,1409 Main St,City9,ZIP2-9,ZIP3-9,ROOFTOP,CO409,Condo,Residential,1984,Y,Electric,1818,2018,1918,1768,Actual,1868,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,209.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,509000.0,119.0
510,0.1,5000,NO POOL,0,Subdivision 0,TX2,1410 Main St,City0,ZIP2-10,ZIP3-10,ROOFTOP,CO410,Single Family,Residential,1985,N,Electric,1820,2020,1920,1770,Actual,1870,4,2.5,500.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,210.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,510000.0,120.0
511,0.15,5100,POOL,1,Subdivision 1,TX0,1411 Main St,City1,ZIP2-11,ZIP3-11,ROOFTOP,CO411,Condo,Residential,1986,Y,Gas,1822,2022,1922,1772,Actual,1872,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,211.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,511000.0,121.0
512,0.2,5200,NO POOL,2,Subdivision 2,TX1,1412 Main St,City2,ZIP2-12,ZIP3-12,ROOFTOP,CO412,Single Family,Residential,1987,Y,Electric,1824,2024,1924,1774,Actual,1874,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,212.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,512000.0,122.0
513,0.25,5300,POOL,3,Subdivision 3,TX2,1413 Main St,City3,ZIP2-13,ZIP3-13,ROOFTOP,CO413,Condo,Residential,1988,Y,Electric,1826,2026,1926,1776,Actual,1876,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,213.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,513000.0,123.0
514,0.3,5400,NO POOL,4,Subdivision 4,TX0,1414 Main St,City4,ZIP2-14,ZIP3-14,ROOFTOP,CO414,Single Family,Residential,1989,Y,Gas,1828,2028,1928,1778,Actual,1878,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,214.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,514000.0,124.0
515,0.35,5500,POOL,5,Subdivision 0,TX1,1415 Main St,City5,ZIP2-15,ZIP3-15,ROOFTOP,CO415,Condo,Residential,1990,Y,Electric,1830,2030,1930,1780,Actual,1880,3,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,215.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,515000.0,125.0
516,0.4,5600,NO POOL,6,Subdivision 1,TX2,1416 Main St,City6,ZIP2-16,ZIP3-16,ROOFTOP,CO416,Single Family,Residential,1991,Y,Electric,1832,2032,1932,1782,Actual,1882,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,216.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,516000.0,126.0
517,0.45,5700,POOL,7,Subdivision 2,TX0,1417 Main St,City7,ZIP2-17,ZIP3-17,ROOFTOP,CO417,Condo,Residential,1992,Y,Gas,1834,2034,1934,1784,Actual,1884,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,217.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,517000.0,127.0
518,0.5,5800,NO POOL,8,Subdivision 3,TX1,1418 Main St,City8,ZIP2-18,ZIP3-18,ROOFTOP,CO418,Single Family,Residential,1993,Y,Electric,1836,2036,1936,1786,Actual,1886,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,218.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,518000.0,128.0
519,0.55,5900,POOL,9,Subdivision 4,TX2,1419 Main St,City9,ZIP2-19,ZIP3-19,ROOFTOP,CO419,Condo,Residential,1994,Y,Electric,1838,2038,1938,1788,Actual,1888,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,219.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,519000.0,129.0
520,0.1,6000,NO POOL,0,Subdivision 0,TX0,1420 Main St,City0,ZIP2-20,ZIP3-20,ROOFTOP,CO420,Single Family,Residential,1995,N,Gas,1840,2040,1940,1790,Actual,1890,2,2.5,0.0,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,220.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,520000.0,100.0
521,0.15,6100,POOL,1,Subdivision 1,TX1,1421 Main St,City1,ZIP2-21,ZIP3-21,ROOFTOP,CO421,Condo,Residential,1996,Y,Electric,1842,2042,1942,1792,Actual,1892,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,221.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,521000.0,101.0
522,0.2,6200,NO POOL,2,Subdivision 2,TX2,1422 Main St,City2,ZIP2-22,ZIP3-22,ROOFTOP,CO422,Single Family,Residential,1997,Y,Electric,1844,2044,1944,1794,Actual,1894,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,222.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,522000.0,102.0
523,0.25,6300,POOL,3,Subdivision 3,TX0,1423 Main St,City3,ZIP2-23,ZIP3-23,ROOFTOP,CO423,Condo,Residential,1998,Y,Gas,1846,2046,1946,1796,Actual,1896,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,223.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,523000.0,103.0
524,0.3,6400,NO POOL,4,Subdivision 4,TX1,1424 Main St,City4,ZIP2-24,ZIP3-24,ROOFTOP,CO424,Single Family,Residential,1999,Y,Electric,1848,2048,1948,1798,Actual,1898,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,224.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,524000.0,104.0
525,0.35,6500,POOL,5,Subdivision 0,TX2,1425 Main St,City5,ZIP2-25,ZIP3-25,ROOFTOP,CO425,Condo,Residential,2000,Y,Electric,1850,2050,1950,1800,Actual,1900,4,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,225.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,525000.0,105.0
526,0.4,6600,NO POOL,6,Subdivision 1,TX0,1426 Main St,City6,ZIP2-26,ZIP3-26,ROOFTOP,CO426,Single Family,Residential,2001,Y,Gas,1852,2052,1952,1802,Actual,1902,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,226.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,526000.0,106.0
527,0.45,6700,POOL,7,Subdivision 2,TX1,1427 Main St,City7,ZIP2-27,ZIP3-27,ROOFTOP,CO427,Condo,Residential,2002,Y,Electric,1854,2054,1954,1804,Actual,1904,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,227.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,527000.0,107.0
528,0.5,6800,NO POOL,8,Subdivision 3,TX2,1428 Main St,City8,ZIP2-28,ZIP3-28,ROOFTOP,CO428,Single Family,Residential,2003,Y,Electric,1856,2056,1956,1806,Actual,1906,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,228.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,528000.0,108.0
529,0.55,6900,POOL,9,Subdivision 4,TX0,1429 Main St,City9,ZIP2-29,ZIP3-29,ROOFTOP,CO429,Condo,Residential,2004,Y,Gas,1858,2058,1958,1808,Actual,1908,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,229.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,529000.0,109.0
530,0.1,7000,NO POOL,0,Subdivision 0,TX1,1430 Main St,City0,ZIP2-30,ZIP3-30,ROOFTOP,CO430,Single Family,Residential,2005,N,Electric,1860,2060,1960,1810,Actual,1910,3,2.5,500.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,230.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,530000.0,110.0
531,0.15,7100,POOL,1,Subdivision 1,TX2,1431 Main St,City1,ZIP2-31,ZIP3-31,ROOFTOP,CO431,Condo,Residential,2006,Y,Electric,1862,2062,1962,1812,Actual,1912,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,231.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,531000.0,111.0
532,0.2,7200,NO POOL,2,Subdivision 2,TX0,1432 Main St,City2,ZIP2-32,ZIP3-32,ROOFTOP,CO432,Single Family,Residential,2007,Y,Gas,1864,2064,1964,1814,Actual,1914,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,232.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,532000.0,112.0
533,0.25,7300,POOL,3,Subdivision 3,TX1,1433 Main St,City3,ZIP2-33,ZIP3-33,ROOFTOP,CO433,Condo,Residential,2008,Y,Electric,1866,2066,1966,1816,Actual,1916,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,233.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,533000.0,113.0
534,0.3,7400,NO POOL,4,Subdivision 4,TX2,1434 Main St,City4,ZIP2-34,ZIP3-34,ROOFTOP,CO434,Single Family,Residential,2009,Y,Electric,1868,2068,1968,1818,Actual,1918,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,234.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,534000.0,114.0
535,0.35,7500,POOL,5,Subdivision 0,TX0,1435 Main St,City5,ZIP2-35,ZIP3-35,ROOFTOP,CO435,Condo,Residential,2010,Y,Gas,1870,2070,1970,1820,Actual,1920,2,3.0,500.0,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,235.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,535000.0,115.0
536,0.4,7600,NO POOL,6,Subdivision 1,TX1,1436 Main St,City6,ZIP2-36,ZIP3-36,ROOFTOP,CO436,Single Family,Residential,2011,Y,Electric,1872,2072,1972,1822,Actual,1922,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,236.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,536000.0,116.0
537,0.45,7700,POOL,7,Subdivision 2,TX2,1437 Main St,City7,ZIP2-37,ZIP3-37,ROOFTOP,CO437,Condo,Residential,2012,Y,Electric,1874,2074,1974,1824,Actual,1924,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,237.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,537000.0,117.0
538,0.5,7800,NO POOL,8,Subdivision 3,TX0,1438 Main St,City8,ZIP2-38,ZIP3-38,ROOFTOP,CO438,Single Family,Residential,2013,Y,Gas,1876,2076,1976,1826,Actual,1926,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,238.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,538000.0,118.0
539,0.55,7900,POOL,9,Subdivision 4,TX1,1439 Main St,City9,ZIP2-39,ZIP3-39,ROOFTOP,CO439,Condo,Residential,2014,Y,Electric,1878,2078,1978,1828,Actual,1928,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,239.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,539000.0,119.0
540,0.1,8000,NO POOL,0,Subdivision 0,TX2,1440 Main St,City0,ZIP2-40,ZIP3-40,ROOFTOP,CO440,Single Family,Residential,2015,N,Electric,1880,2080,1980,1830,Actual,1930,4,2.5,0.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,240.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,540000.0,120.0
541,0.15,8100,POOL,1,Subdivision 1,TX0,1441 Main St,City1,ZIP2-41,ZIP3-41,ROOFTOP,CO441,Condo,Residential,2016,Y,Gas,1882,2082,1982,1832,Actual,1932,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,241.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,541000.0,121.0
542,0.2,8200,NO POOL,2,Subdivision 2,TX1,1442 Main St,City2,ZIP2-42,ZIP3-42,ROOFTOP,CO442,Single Family,Residential,2017,Y,Electric,1884,2084,1984,1834,Actual,1934,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,242.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,542000.0,122.0
543,0.25,8300,POOL,3,Subdivision 3,TX2,1443 Main St,City3,ZIP2-43,ZIP3-43,ROOFTOP,CO443,Condo,Residential,2018,Y,Electric,1886,2086,1986,1836,Actual,1936,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,243.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,543000.0,123.0
544,0.3,8400,NO POOL,4,Subdivision 4,TX0,1444 Main St,City4,ZIP2-44,ZIP3-44,ROOFTOP,CO444,Single Family,Residential,2019,Y,Gas,1888,2088,1988,1838,Actual,1938,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,244.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,544000.0,124.0
545,0.35,8500,POOL,5,Subdivision 0,TX1,1445 Main St,City5,ZIP2-45,ZIP3-45,ROOFTOP,CO445,Condo,Residential,2020,Y,Electric,1890,2090,1990,1840,Actual,1940,3,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,245.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,545000.0,125.0
546,0.4,8600,NO POOL,6,Subdivision 1,TX2,1446 Main St,City6,ZIP2-46,ZIP3-46,ROOFTOP,CO446,Single Family,Residential,2021,Y,Electric,1892,2092,1992,1842,Actual,1942,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,246.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,546000.0,126.0
547,0.45,8700,POOL,7,Subdivision 2,TX0,1447 Main St,City7,ZIP2-47,ZIP3-47,ROOFTOP,CO447,Condo,Residential,2022,Y,Gas,1894,2094,1994,1844,Actual,1944,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,247.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,547000.0,127.0
548,0.5,8800,NO POOL,8,Subdivision 3,TX1,1448 Main St,City8,ZIP2-48,ZIP3-48,ROOFTOP,CO448,Single Family,Residential,2023,Y,Electric,1896,2096,1996,1846,Actual,1946,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,248.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,548000.0,128.0
549,0.55,8900,POOL,9,Subdivision 4,TX2,1449 Main St,City9,ZIP2-49,ZIP3-49,ROOFTOP,CO449,Condo,Residential,2024,Y,Electric,1898,2098,1998,1848,Actual,1948,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,249.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,549000.0,129.0
550,0.1,4000,NO POOL,0,Subdivision 0,TX0,1450 Main St,City0,ZIP2-50,ZIP3-0,ROOFTOP,CO450,Single Family,Residential,1950,N,Gas,1900,2100,2000,1850,Actual,1950,2,2.5,500.0,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,250.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,550000.0,100.0
551,0.15,4100,POOL,1,Subdivision 1,TX1,1451 Main St,City1,ZIP2-51,ZIP3-1,ROOFTOP,CO451,Condo,Residential,1951,Y,Electric,1902,2102,2002,1852,Actual,1952,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,251.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,551000.0,101.0
552,0.2,4200,NO POOL,2,Subdivision 2,TX2,1452 Main St,City2,ZIP2-52,ZIP3-2,ROOFTOP,CO452,Single Family,Residential,1952,Y,Electric,1904,2104,2004,1854,Actual,1954,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,252.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,552000.0,102.0
553,0.25,4300,POOL,3,Subdivision 3,TX0,1453 Main St,City3,ZIP2-53,ZIP3-3,ROOFTOP,CO453,Condo,Residential,1953,Y,Gas,1906,2106,2006,1856,Actual,1956,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,253.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,553000.0,103.0
554,0.3,4400,NO POOL,4,Subdivision 4,TX1,1454 Main St,City4,ZIP2-54,ZIP3-4,ROOFTOP,CO454,Single Family,Residential,1954,Y,Electric,1908,2108,2008,1858,Actual,1958,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,254.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,554000.0,104.0
